LSOACode,Cluster
E01027979,2
E01027980,1
E01027981,2
E01027982,2
E01027983,1
E01027984,2
E01027985,2
E01027987,1
E01027988,2
E01027989,2
E01027990,2
E01027992,0
E01027993,0
E01027994,2
E01027995,2
E01027996,1
E01027997,2
E01027998,2
E01027999,0
E01028000,0
E01028002,2
E01028003,2
E01028004,0
E01028005,0
E01028006,0
E01028007,0
E01028008,1
E01028009,0
E01028010,0
E01028011,1
E01028012,2
E01028013,2
E01028014,1
E01028015,2
E01028016,2
E01028017,2
E01028018,2
E01028019,1
E01028020,1
E01028021,0
E01028022,2
E01028023,0
E01028024,2
E01028025,1
E01028026,1
E01028027,1
E01028028,2
E01028029,1
E01028030,1
E01028031,2
E01028032,0
E01028033,2
E01028034,2
E01028035,0
E01028036,2
E01028037,0
E01028038,2
E01028039,0
E01028042,2
E01028043,2
E01028044,1
E01028045,1
E01028046,2
E01028047,0
E01028048,0
E01028049,2
E01028050,2
E01028051,2
E01028052,0
E01028053,1
E01028054,0
E01028055,1
E01028056,1
E01028057,1
E01028058,0
E01028059,0
E01028060,0
E01028061,0
E01028062,1
E01028063,0
E01028065,2
E01028068,1
E01028069,0
E01028070,0
E01028073,3
E01028074,2
E01028075,2
E01028076,2
E01028078,2
E01028079,0
E01028080,2
E01028081,2
E01028082,0
E01028083,1
E01028084,0
E01028085,3
E01028086,3
E01028087,0
E01028088,0
E01028089,0
E01028090,0
E01028091,0
E01028092,2
E01028093,0
E01028094,0
E01028095,0
E01028096,0
E01028097,0
E01028098,2
E01028099,0
E01028100,2
E01028102,2
E01028103,2
E01028104,0
E01028105,2
E01028106,2
E01028107,2
E01028108,2
E01028109,2
E01028110,1
E01028111,1
E01028112,1
E01028113,1
E01028114,2
E01028115,2
E01028116,2
E01028117,0
E01028118,0
E01028119,0
E01028120,0
E01028121,0
E01028122,2
E01028123,0
E01028124,0
E01028125,2
E01028126,2
E01028127,1
E01028128,0
E01028129,2
E01028130,1
E01028131,2
E01028132,2
E01028133,3
E01028134,2
E01028135,0
E01028136,0
E01028137,0
E01028138,0
E01028139,0
E01028142,2
E01028143,2
E01028144,2
E01028146,2
E01028147,1
E01028148,0
E01028149,0
E01028150,0
E01028151,0
E01028152,2
E01028153,1
E01028154,2
E01028155,2
E01028156,2
E01028157,0
E01028158,2
E01028159,2
E01028160,2
E01028161,2
E01028162,2
E01028163,2
E01028164,1
E01028165,3
E01028166,1
E01028167,1
E01028168,0
E01028169,0
E01028170,2
E01028171,2
E01028172,0
E01028174,1
E01028175,2
E01028176,0
E01028177,0
E01028178,0
E01028179,0
E01028180,0
E01028181,0
E01028182,2
E01028183,2
E01028184,0
E01028185,1
E01028186,1
E01028187,1
E01028188,2
E01028189,2
E01028190,2
E01028191,2
E01028192,1
E01028193,2
E01028194,0
E01028195,0
E01028196,0
E01028197,0
E01028198,0
E01028199,0
E01028200,0
E01028202,2
E01028203,2
E01028204,0
E01028206,0
E01028207,0
E01028208,2
E01028209,1
E01028210,1
E01028211,2
E01028212,1
E01028213,0
E01028214,0
E01028215,0
E01028216,0
E01028217,0
E01028218,0
E01028219,0
E01028220,2
E01028222,0
E01028223,1
E01028224,1
E01028225,2
E01028226,1
E01028227,1
E01028228,1
E01028229,2
E01028230,1
E01028231,1
E01028232,1
E01028233,1
E01028234,1
E01028235,0
E01028236,2
E01028237,2
E01028239,2
E01028240,2
E01028241,0
E01028243,2
E01028244,2
E01028245,1
E01028246,0
E01028247,1
E01028248,1
E01028249,1
E01028250,2
E01028251,0
E01028252,2
E01028253,0
E01028254,2
E01028255,0
E01028256,1
E01028257,1
E01028258,1
E01028259,1
E01028260,2
E01028261,1
E01028262,2
E01028264,0
E01028267,1
E01028268,1
E01028269,1
E01028270,0
E01028271,1
E01028272,1
E01028273,2
E01028274,1
E01028275,1
E01028276,1
E01028277,0
E01028278,2
E01028281,1
E01028282,1
E01028283,2
E01028284,1
E01028285,0
E01028286,2
E01028287,2
E01028288,0
E01028289,2
E01028290,2
E01028291,2
E01028292,0
E01028293,2
E01028294,2
E01028295,2
E01028297,1
E01028298,2
E01028299,1
E01028300,1
E01028302,2
E01028303,2
E01028305,2
E01028306,1
E01028307,2
E01028308,2
E01028309,0
E01028310,1
E01028311,1
E01028312,0
E01028313,1
E01028314,2
E01028315,0
E01028316,2
E01028317,0
E01028318,1
E01028319,1
E01028320,1
E01028321,0
E01028322,2
E01028323,2
E01028325,0
E01028326,2
E01028327,0
E01028328,0
E01028329,0
E01028330,0
E01028331,0
E01028332,0
E01028333,2
E01028335,3
E01028336,0
E01028337,0
E01028338,2
E01028339,1
E01028340,1
E01028341,2
E01028342,2
E01028343,2
E01028344,0
E01028345,0
E01028346,0
E01028347,0
E01028348,0
E01028349,0
E01028350,0
E01028351,0
E01028352,0
E01028353,0
E01028354,0
E01028355,0
E01028356,0
E01028357,0
E01028358,0
E01028359,0
E01028360,0
E01028361,0
E01028362,2
E01028363,0
E01028364,0
E01028365,0
E01028366,2
E01028367,0
E01028368,0
E01028369,2
E01028370,2
E01028371,0
E01028372,2
E01028373,0
E01028374,2
E01028375,0
E01028376,0
E01028377,0
E01028378,0
E01028379,0
E01028380,1
E01028381,0
E01028382,0
E01028383,0
E01028384,0
E01028385,0
E01028386,0
E01028388,0
E01028389,0
E01028390,0
E01028391,0
E01028392,2
E01028393,0
E01028394,0
E01028395,0
E01028396,0
E01028397,0
E01028398,0
E01028399,0
E01028400,0
E01028401,0
E01028402,0
E01028403,0
E01028404,0
E01028405,2
E01028406,0
E01028407,0
E01028408,0
E01028409,0
E01028410,0
E01028411,0
E01028412,0
E01028413,2
E01028414,0
E01028415,0
E01028416,3
E01028417,3
E01028418,3
E01028419,0
E01028420,0
E01028421,0
E01028422,0
E01028423,0
E01028424,0
E01028426,0
E01028427,2
E01028428,0
E01028429,0
E01028430,3
E01028431,0
E01028432,2
E01028433,0
E01028434,0
E01028435,1
E01028437,2
E01028438,2
E01028439,0
E01028440,2
E01028441,2
E01028443,0
E01028444,0
E01028445,2
E01028446,2
E01028447,2
E01028448,1
E01028449,1
E01028451,2
E01028452,1
E01028453,1
E01028454,1
E01028455,0
E01028457,0
E01028458,2
E01028459,0
E01028461,0
E01028462,2
E01028463,0
E01028464,0
E01028465,0
E01028466,2
E01028467,2
E01028468,2
E01028469,0
E01028470,2
E01028471,2
E01028472,0
E01028473,0
E01028474,2
E01028475,0
E01028476,0
E01028477,0
E01028479,0
E01028480,0
E01028481,0
E01028482,0
E01028483,0
E01028484,0
E01028485,0
E01028486,0
E01028487,0
E01028488,0
E01028489,0
E01028490,2
E01028491,0
E01028492,0
E01028493,2
E01028494,2
E01028495,0
E01028497,0
E01028498,0
E01028499,0
E01028500,2
E01028501,0
E01028502,0
E01028503,0
E01028504,0
E01028505,2
E01028506,0
E01028507,0
E01028508,0
E01028509,0
E01028510,0
E01028511,0
E01028512,2
E01028515,2
E01028516,1
E01028517,1
E01028519,1
E01028521,3
E01028524,1
E01028525,1
E01028527,3
E01028528,3
E01028529,1
E01028530,2
E01028531,3
E01028532,1
E01028533,3
E01028534,0
E01028535,0
E01028536,0
E01028537,0
E01028539,3
E01028540,0
E01028541,3
E01028542,3
E01028543,3
E01028544,3
E01028545,3
E01028546,1
E01028547,3
E01028548,3
E01028549,3
E01028550,3
E01028551,3
E01028552,1
E01028553,1
E01028554,3
E01028555,2
E01028556,2
E01028557,2
E01028558,3
E01028559,3
E01028561,0
E01028562,3
E01028563,0
E01028565,0
E01028570,2
E01028571,0
E01028572,0
E01028573,0
E01028574,2
E01028575,3
E01028577,1
E01028578,0
E01028579,3
E01028581,3
E01028582,3
E01028583,0
E01028584,0
E01028585,0
E01028586,3
E01028587,3
E01028591,0
E01028592,0
E01028594,0
E01028595,0
E01028596,0
E01028597,3
E01028598,0
E01028599,0
E01028600,0
E01028603,0
E01028604,2
E01028605,2
E01028606,0
E01028608,0
E01028609,0
E01028610,2
E01028611,0
E01028613,0
E01028614,0
E01028615,0
E01028616,0
E01028617,0
E01028618,0
E01028619,0
E01028620,0
E01028622,0
E01028623,2
E01028624,0
E01028625,0
E01028626,0
E01028627,0
E01028628,0
E01028629,0
E01028630,0
E01028631,2
E01028632,2
E01028633,2
E01028634,0
E01028635,2
E01028636,2
E01028637,0
E01028638,0
E01028639,0
E01028640,0
E01028641,0
E01028642,0
E01028643,0
E01028644,0
E01028645,0
E01028646,2
E01028647,0
E01028648,0
E01028649,0
E01028650,0
E01028651,2
E01028652,0
E01028653,0
E01028654,0
E01028655,0
E01028656,0
E01028657,0
E01028658,0
E01028659,0
E01028660,0
E01028661,0
E01028662,0
E01028663,0
E01028664,0
E01028665,0
E01028666,0
E01028667,0
E01028668,0
E01028669,0
E01028670,0
E01028671,2
E01028672,0
E01028673,0
E01028674,0
E01028675,2
E01028676,2
E01028677,3
E01028678,0
E01028679,0
E01028680,0
E01028681,0
E01028682,0
E01028683,0
E01028684,0
E01028685,0
E01028686,0
E01028688,0
E01028689,0
E01028690,2
E01028691,2
E01028693,0
E01028694,0
E01028695,0
E01028696,0
E01028697,2
E01028698,0
E01028699,0
E01028700,2
E01028701,0
E01028702,0
E01028703,2
E01028704,2
E01028705,0
E01028706,0
E01028707,0
E01028708,0
E01028709,0
E01028710,0
E01028711,0
E01028712,0
E01028713,0
E01028714,0
E01028715,0
E01028716,0
E01028717,2
E01028718,2
E01028719,0
E01028720,0
E01028721,0
E01028722,0
E01028723,0
E01028724,0
E01028725,2
E01028726,0
E01028727,0
E01028728,2
E01028729,0
E01028730,0
E01028731,2
E01028732,2
E01028733,0
E01028734,0
E01028735,0
E01028736,0
E01028737,0
E01028739,0
E01028740,0
E01028741,0
E01028742,0
E01028745,0
E01028748,0
E01028749,0
E01028751,0
E01028752,0
E01028753,2
E01028754,0
E01028755,0
E01028756,2
E01028757,2
E01028758,0
E01028759,0
E01028760,0
E01028761,0
E01028762,0
E01028763,0
E01028764,0
E01028765,2
E01028766,0
E01028767,0
E01028771,2
E01028772,0
E01028773,2
E01028774,0
E01028775,0
E01028776,0
E01028777,0
E01028778,0
E01028779,0
E01028780,0
E01028782,0
E01028783,2
E01028784,0
E01028785,0
E01028786,0
E01028788,0
E01028789,0
E01028790,0
E01028791,0
E01028792,0
E01028793,0
E01028794,0
E01028795,0
E01028796,0
E01028797,0
E01028798,0
E01028799,0
E01028800,0
E01028801,0
E01028802,0
E01028804,0
E01028806,0
E01028807,2
E01028808,0
E01028810,0
E01028811,2
E01028813,2
E01028814,0
E01028815,0
E01028816,0
E01028817,2
E01028818,2
E01028819,2
E01028820,0
E01028821,0
E01028822,0
E01028823,0
E01028824,0
E01028825,0
E01028826,2
E01028827,2
E01028829,0
E01028830,0
E01028831,0
E01028832,2
E01028833,0
E01028834,2
E01028835,2
E01028836,2
E01028837,0
E01028839,0
E01028840,2
E01028841,2
E01028842,0
E01028845,0
E01028846,0
E01028847,3
E01028848,2
E01028849,1
E01028850,0
E01028851,0
E01028852,2
E01028854,0
E01028855,0
E01028856,2
E01028857,0
E01028858,0
E01028859,0
E01028860,0
E01028861,0
E01028862,0
E01028863,0
E01028864,2
E01028865,0
E01028866,3
E01028867,2
E01028868,0
E01028869,2
E01028870,0
E01028872,0
E01028873,1
E01028874,2
E01028875,0
E01028876,2
E01028877,0
E01028878,2
E01028879,1
E01028880,2
E01028881,2
E01028882,3
E01028884,2
E01028885,2
E01028886,2
E01028887,0
E01028888,0
E01028889,2
E01028890,2
E01028891,1
E01028892,0
E01028893,0
E01028894,2
E01028895,2
E01028896,2
E01028897,2
E01028898,3
E01028899,0
E01028902,2
E01028903,1
E01028904,2
E01028905,1
E01028906,1
E01028907,0
E01028908,1
E01028909,2
E01028910,0
E01028911,0
E01028913,0
E01028914,2
E01028915,0
E01028916,0
E01028917,0
E01028918,0
E01028919,0
E01028920,2
E01028921,2
E01028922,3
E01028923,0
E01028924,2
E01028926,2
E01028928,2
E01028929,0
E01028930,0
E01028931,2
E01028932,0
E01028933,2
E01028935,0
E01028936,0
E01028937,2
E01028938,3
E01028939,0
E01028940,0
E01028941,0
E01028942,0
E01028943,0
E01028944,2
E01028945,3
E01028946,3
E01028947,0
E01028948,2
E01028949,0
E01028950,0
E01028951,0
E01028952,0
E01028953,0
E01028954,0
E01028956,2
E01028958,2
E01028959,0
E01028960,0
E01028961,0
E01028963,0
E01028964,0
E01028965,2
E01028966,0
E01028968,2
E01028969,0
E01028970,0
E01028971,0
E01028972,0
E01028973,3
E01028974,0
E01028975,2
E01028976,0
E01028977,0
E01028978,2
E01028979,0
E01028980,0
E01028981,2
E01028982,2
E01028983,1
E01028984,2
E01028985,0
E01028986,0
E01028987,3
E01028988,2
E01028989,2
E01028991,0
E01028992,2
E01028993,0
E01028994,2
E01028995,2
E01028996,0
E01028997,0
E01028998,0
E01028999,2
E01029000,3
E01029001,0
E01029002,2
E01029003,0
E01029005,0
E01029006,2
E01029009,0
E01029010,2
E01029011,2
E01029012,0
E01029013,2
E01029015,0
E01029016,0
E01029018,0
E01029019,0
E01029020,0
E01029021,0
E01029022,0
E01029023,0
E01029024,0
E01029025,2
E01029026,2
E01029027,2
E01029028,2
E01029029,1
E01029030,0
E01029031,0
E01029032,0
E01029033,2
E01029034,0
E01029035,0
E01029036,1
E01029037,2
E01029038,1
E01029039,2
E01029040,2
E01029041,1
E01029042,1
E01029043,2
E01029044,2
E01029045,2
E01029046,1
E01029047,2
E01029050,2
E01029051,2
E01029052,0
E01029053,3
E01029054,0
E01029055,0
E01029056,0
E01029057,0
E01029058,2
E01029059,0
E01029060,0
E01029061,0
E01029063,2
E01029064,2
E01029065,0
E01029066,2
E01029067,2
E01029068,2
E01029069,0
E01029070,2
E01029071,2
E01029072,2
E01029073,2
E01029074,0
E01029075,2
E01029076,0
E01029077,0
E01029078,2
E01029079,2
E01029080,2
E01029081,2
E01029082,0
E01029083,0
E01029084,2
E01029085,2
E01029086,0
E01029089,0
E01029090,2
E01029091,2
E01029092,0
E01029093,1
E01029094,2
E01029095,1
E01029096,1
E01029097,1
E01029098,1
E01029099,1
E01029101,2
E01029102,2
E01029103,0
E01029104,0
E01029105,1
E01029107,1
E01029108,2
E01029110,1
E01029111,1
E01029112,1
E01029113,0
E01029114,0
E01029115,0
E01029116,2
E01029117,1
E01029118,0
E01029119,2
E01029120,2
E01029121,0
E01029122,0
E01029123,2
E01029124,0
E01029125,0
E01029126,2
E01029127,2
E01029128,0
E01029129,0
E01029130,0
E01029131,1
E01029133,2
E01029134,2
E01029135,2
E01029136,2
E01029137,0
E01029138,2
E01029139,0
E01029140,0
E01029142,0
E01029143,2
E01029144,2
E01029145,0
E01029147,0
E01029148,0
E01029149,0
E01029150,0
E01029151,0
E01029152,2
E01029153,0
E01029154,2
E01029155,0
E01029156,2
E01029157,2
E01029158,0
E01029159,0
E01029160,0
E01029161,2
E01029162,0
E01029163,0
E01029164,0
E01029165,0
E01029166,0
E01029167,2
E01029168,0
E01029169,2
E01029171,2
E01029172,0
E01029173,2
E01029174,2
E01029175,1
E01029176,0
E01029177,1
E01029178,0
E01029180,0
E01029181,2
E01029182,0
E01029183,2
E01029184,0
E01029185,3
E01029186,1
E01029187,2
E01029188,0
E01029189,2
E01029190,0
E01029191,2
E01029192,2
E01029193,2
E01029194,0
E01029195,2
E01029196,2
E01029197,0
E01029199,0
E01029200,2
E01029201,0
E01029202,1
E01029203,0
E01029204,0
E01029205,0
E01029206,2
E01029207,0
E01029208,3
E01029209,0
E01029210,0
E01029211,0
E01029212,0
E01029213,2
E01029214,2
E01029215,2
E01029216,0
E01029217,0
E01029218,2
E01029219,0
E01029220,0
E01029221,0
E01029222,0
E01029223,0
E01029224,0
E01029225,2
E01029226,2
E01029227,2
E01029228,2
E01029229,2
E01029230,0
E01029231,2
E01029232,3
E01029233,1
E01029234,1
E01029235,2
E01029236,1
E01029237,1
E01029238,1
E01029239,1
E01029240,2
E01029241,2
E01029242,2
E01029243,0
E01029244,0
E01029245,0
E01029246,0
E01029248,1
E01029249,2
E01029250,0
E01029251,0
E01029252,0
E01029253,2
E01029254,0
E01029256,2
E01029257,2
E01029258,0
E01029259,2
E01029261,0
E01029262,0
E01029263,0
E01029264,0
E01029265,0
E01029266,2
E01029267,0
E01029268,0
E01029269,0
E01029270,0
E01029271,0
E01029273,0
E01029274,0
E01029275,0
E01029276,0
E01029277,2
E01029278,0
E01029279,0
E01029280,1
E01029281,2
E01029282,0
E01029283,2
E01029284,1
E01029285,3
E01029286,2
E01029287,3
E01029288,0
E01029289,3
E01029290,2
E01029291,1
E01029294,0
E01029295,0
E01029296,0
E01029297,1
E01029298,1
E01029299,1
E01029300,2
E01029301,2
E01029302,0
E01029303,0
E01029304,1
E01029305,2
E01029306,2
E01029307,1
E01029308,0
E01029309,1
E01029310,0
E01029312,2
E01029313,2
E01029314,2
E01029315,0
E01029316,2
E01029317,2
E01029318,0
E01029320,2
E01029321,0
E01029322,2
E01029324,2
E01029325,2
E01029326,2
E01029327,3
E01029328,2
E01029329,2
E01029330,2
E01029331,2
E01029333,1
E01029334,2
E01029335,0
E01029336,3
E01029337,2
E01029338,2
E01029339,1
E01029341,1
E01029342,0
E01029343,2
E01029345,2
E01029346,1
E01029347,0
E01029348,2
E01029350,1
E01029352,2
E01029353,2
E01029354,1
E01029355,1
E01029356,1
E01029357,1
E01029358,1
E01029359,1
E01029360,1
E01029361,1
E01029362,1
E01029363,2
E01029364,0
E01029365,2
E01029366,0
E01029367,2
E01029368,0
E01029369,2
E01029370,0
E01029373,2
E01029374,2
E01029375,0
E01029376,0
E01029377,0
E01029378,0
E01029379,2
E01029380,0
E01029381,1
E01029382,2
E01029383,2
E01029384,2
E01029385,2
E01029386,2
E01029387,1
E01029389,2
E01029391,2
E01029392,0
E01029393,2
E01029394,2
E01029396,2
E01029397,1
E01029398,2
E01029399,2
E01029400,2
E01029401,2
E01029402,0
E01029403,2
E01029404,1
E01029405,0
E01029407,1
E01029408,1
E01029409,1
E01029410,1
E01029412,0
E01029413,2
E01029414,0
E01029416,2
E01029417,0
E01029418,0
E01029419,0
E01029420,0
E01029422,0
E01029423,2
E01029425,2
E01029426,1
E01029427,1
E01029428,2
E01029429,1
E01029430,0
E01029431,2
E01029432,2
E01029433,2
E01029434,1
E01029435,0
E01029436,1
E01029437,1
E01029438,2
E01029439,0
E01029440,0
E01029441,0
E01029442,0
E01029443,0
E01029444,0
E01029445,1
E01029446,2
E01029447,1
E01029448,1
E01029449,2
E01029451,2
E01029454,0
E01029455,0
E01029456,2
E01029457,0
E01029458,0
E01029459,0
E01029460,0
E01029461,2
E01029462,2
E01029464,2
E01029465,0
E01029466,0
E01029467,0
E01029469,0
E01029470,2
E01029471,2
E01029472,1
E01029473,0
E01029474,0
E01029475,0
E01029476,2
E01029477,0
E01029478,0
E01029479,0
E01029480,2
E01029481,2
E01029482,2
E01029483,0
E01029484,0
E01029485,0
E01029486,0
E01029487,1
E01029488,0
E01029489,0
E01029490,2
E01029491,2
E01029493,0
E01029494,2
E01029495,0
E01029496,1
E01029497,2
E01029498,0
E01029499,1
E01029500,0
E01029501,2
E01029503,2
E01029504,2
E01029505,0
E01029506,0
E01029507,0
E01029508,0
E01029509,0
E01029511,0
E01029512,0
E01029513,0
E01029514,0
E01029515,0
E01029516,0
E01029517,0
E01029518,0
E01029519,0
E01029520,0
E01029521,0
E01029522,0
E01029523,0
E01029524,2
E01029525,0
E01029526,2
E01029527,1
E01029528,2
E01029529,2
E01029530,0
E01029531,0
E01029532,2
E01029533,0
E01029534,0
E01029535,1
E01029536,0
E01029537,2
E01029538,1
E01029539,2
E01029540,2
E01029541,1
E01029542,2
E01029544,0
E01029545,2
E01029546,0
E01029549,1
E01029551,0
E01029552,2
E01029555,2
E01029556,2
E01029557,0
E01029558,1
E01029559,2
E01029560,1
E01029562,0
E01029563,2
E01029564,1
E01029565,0
E01029567,2
E01029568,1
E01029569,0
E01029570,0
E01029571,0
E01029572,0
E01029573,0
E01029574,2
E01029576,0
E01029577,0
E01029578,2
E01029579,0
E01029580,0
E01029581,0
E01029582,0
E01029583,2
E01029584,2
E01029585,2
E01029586,0
E01029587,0
E01029588,2
E01029589,0
E01029590,0
E01029591,1
E01029593,1
E01029594,2
E01029598,1
E01029599,1
E01029600,0
E01029601,0
E01029602,3
E01029603,2
E01029604,1
E01029605,0
E01029606,0
E01029607,2
E01029608,0
E01029609,2
E01029610,0
E01029611,2
E01029612,0
E01029613,2
E01029614,2
E01029615,1
E01029616,0
E01029618,2
E01029619,0
E01029620,2
E01029621,2
E01029622,2
E01029624,0
E01029625,2
E01029626,0
E01029627,2
E01029628,0
E01029629,0
E01029630,0
E01029631,0
E01029632,0
E01029633,0
E01029636,0
E01029637,2
E01029638,2
E01029639,2
E01029640,2
E01029641,0
E01029642,0
E01029645,2
E01029646,2
E01029648,1
E01029649,2
E01029650,0
E01029651,0
E01029652,0
E01029653,2
E01029654,0
E01029655,2
E01029656,0
E01029657,0
E01029658,2
E01029659,0
E01029660,2
E01029661,0
E01029662,0
E01029663,0
E01029664,0
E01029665,0
E01029666,2
E01029667,0
E01029668,0
E01029669,2
E01029670,0
E01029671,2
E01029672,0
E01029673,2
E01029674,0
E01029675,0
E01029676,0
E01029677,0
E01029678,0
E01029679,1
E01029680,0
E01029682,0
E01029684,0
E01029685,0
E01029686,0
E01029687,0
E01029688,0
E01029689,3
E01029690,0
E01029691,1
E01029692,1
E01029694,2
E01029695,0
E01029697,0
E01029698,0
E01029699,3
E01029700,0
E01029701,1
E01029702,2
E01029703,0
E01029704,0
E01029705,0
E01029706,0
E01029707,2
E01029708,0
E01029709,0
E01029710,0
E01029711,0
E01029712,0
E01029713,2
E01029714,0
E01029715,2
E01029716,1
E01029717,1
E01029718,0
E01029719,2
E01029720,1
E01029721,2
E01029722,2
E01029723,0
E01029724,0
E01029725,1
E01029726,2
E01029729,2
E01029730,0
E01029731,0
E01029732,0
E01029733,0
E01029735,2
E01029736,0
E01029737,2
E01029738,0
E01029739,0
E01029740,2
E01029741,0
E01029742,0
E01029743,0
E01029744,0
E01029745,2
E01029746,2
E01029747,0
E01029748,0
E01029749,0
E01029750,2
E01029751,0
E01029753,2
E01029754,0
E01029755,0
E01029756,2
E01029757,0
E01029758,0
E01029759,0
E01029760,0
E01029763,1
E01029764,2
E01029766,1
E01029767,0
E01029768,0
E01029769,0
E01029770,0
E01029771,0
E01029772,2
E01029773,0
E01029774,2
E01029775,0
E01029776,0
E01029777,2
E01029778,0
E01029779,0
E01029780,2
E01029781,2
E01029782,1
E01029783,1
E01029784,0
E01029785,0
E01029786,0
E01029787,1
E01029788,0
E01029790,2
E01029791,0
E01029792,0
E01029793,0
E01029794,0
E01029795,0
E01029796,2
E01029798,2
E01029799,0
E01029800,0
E01029801,0
E01029802,0
E01029803,0
E01029804,1
E01029805,2
E01029806,2
E01029807,2
E01029808,1
E01029809,1
E01029810,1
E01029811,2
E01029812,1
E01029813,0
E01029814,2
E01029815,0
E01029816,0
E01029817,2
E01029818,0
E01029819,0
E01029820,1
E01029821,2
E01029822,0
E01029823,2
E01029825,2
E01029826,2
E01029827,1
E01029829,2
E01029831,1
E01029832,2
E01029833,2
E01029834,1
E01029835,1
E01029837,2
E01029838,2
E01029839,0
E01029841,2
E01029843,1
E01029844,2
E01029846,2
E01029847,0
E01029848,0
E01029849,1
E01029851,2
E01029852,2
E01029853,2
E01029854,0
E01029855,2
E01029856,2
E01029858,0
E01029859,1
E01029860,0
E01029861,2
E01029862,0
E01029863,2
E01029864,0
E01029865,0
E01029867,1
E01029868,0
E01029869,2
E01029871,0
E01029872,0
E01029873,0
E01029874,0
E01029875,0
E01029876,2
E01029877,0
E01029878,0
E01029879,0
E01029880,0
E01029881,0
E01029882,0
E01029883,0
E01029884,2
E01029885,2
E01029886,1
E01029887,2
E01029888,2
E01029890,0
E01029891,2
E01029892,1
E01029893,0
E01029894,0
E01029895,0
E01029896,2
E01029897,0
E01029898,2
E01029899,0
E01029900,2
E01029901,0
E01029902,0
E01029903,0
E01029904,0
E01029905,0
E01029906,0
E01029907,0
E01029908,0
E01029909,0
E01029910,1
E01029911,0
E01029912,1
E01029913,2
E01029914,1
E01029915,2
E01029917,0
E01029918,1
E01029919,2
E01029920,2
E01029921,0
E01029922,2
E01029923,0
E01029925,3
E01029926,2
E01029927,2
E01029928,2
E01029929,2
E01029930,2
E01029937,2
E01029939,0
E01029940,2
E01029941,0
E01029942,2
E01029944,2
E01029945,0
E01029946,2
E01029947,2
E01029949,2
E01029950,1
E01029951,2
E01029952,2
E01029953,2
E01029954,1
E01029955,2
E01029956,2
E01029957,0
E01029958,3
E01029960,3
E01029961,2
E01029962,3
E01029963,0
E01029964,2
E01029965,0
E01029966,2
E01029967,0
E01029968,1
E01029969,1
E01029970,2
E01029971,1
E01029973,0
E01029974,2
E01029975,2
E01029976,2
E01029977,0
E01029978,1
E01029980,1
E01029981,2
E01029983,2
E01029984,1
E01029985,1
E01029987,1
E01029988,1
E01029990,3
E01029991,2
E01029992,3
E01029995,2
E01029996,1
E01029997,0
E01029998,1
E01029999,0
E01030000,0
E01030001,2
E01030002,3
E01030003,3
E01030004,0
E01030005,2
E01030006,2
E01030007,3
E01030008,0
E01030009,3
E01030010,1
E01030011,0
E01030015,2
E01030016,2
E01030017,1
E01030019,2
E01030020,2
E01030022,3
E01030023,1
E01030024,1
E01030025,3
E01030026,1
E01030027,2
E01030028,1
E01030029,1
E01030030,2
E01030031,1
E01030033,0
E01030034,0
E01030035,1
E01030036,1
E01030037,0
E01030038,0
E01030039,0
E01030040,0
E01030041,0
E01030042,0
E01030043,0
E01030044,2
E01030045,0
E01030046,0
E01030047,2
E01030048,0
E01030049,0
E01030050,0
E01030051,2
E01030052,2
E01030053,0
E01030054,0
E01030055,0
E01030056,0
E01030057,0
E01030058,0
E01030059,0
E01030060,0
E01030061,2
E01030062,0
E01030063,0
E01030064,0
E01030065,0
E01030066,2
E01030067,0
E01030068,0
E01030069,0
E01030071,2
E01030072,0
E01030073,2
E01030075,0
E01030076,2
E01030077,1
E01030078,0
E01030079,1
E01030080,2
E01030081,2
E01030082,0
E01030083,0
E01030084,0
E01030085,0
E01030086,0
E01030087,0
E01030088,0
E01030089,2
E01030090,0
E01030091,3
E01030092,2
E01030093,2
E01030094,2
E01030095,0
E01030096,0
E01030097,2
E01030098,0
E01030099,0
E01030100,0
E01030101,0
E01030103,0
E01030104,0
E01030105,2
E01030106,2
E01030107,0
E01030108,2
E01030109,1
E01030110,2
E01030111,0
E01030112,2
E01030113,2
E01030115,2
E01030116,0
E01030117,0
E01030118,2
E01030119,0
E01030120,2
E01030121,0
E01030122,0
E01030123,2
E01030124,0
E01030125,2
E01030127,0
E01030128,0
E01030129,0
E01030130,2
E01030133,3
E01030134,0
E01030135,0
E01030137,3
E01030138,2
E01030139,1
E01030140,2
E01030141,2
E01030142,0
E01030143,2
E01030144,0
E01030145,2
E01030147,0
E01030148,0
E01030149,0
E01030150,0
E01030151,0
E01030152,0
E01030153,2
E01030154,0
E01030155,0
E01030158,0
E01030159,2
E01030160,2
E01030161,1
E01030162,1
E01030163,1
E01030164,0
E01030165,2
E01030166,0
E01030167,0
E01030168,1
E01030169,1
E01030170,1
E01030171,2
E01030172,0
E01030173,0
E01030174,0
E01030175,0
E01030176,0
E01030179,0
E01030180,0
E01030181,0
E01030183,0
E01030184,2
E01030185,2
E01030186,2
E01030187,2
E01030188,2
E01030189,2
E01030190,0
E01030191,0
E01030192,0
E01030193,0
E01030194,2
E01030195,0
E01030196,0
E01030197,0
E01030198,0
E01030199,0
E01030200,0
E01030201,2
E01030203,0
E01030204,0
E01030205,0
E01030206,0
E01030207,0
E01030208,2
E01030209,2
E01030210,2
E01030211,0
E01030212,0
